iBite,ID,specimen,head.w,head.h,head.l,th.w,wing.l,body.l,max.bf.iBite,max.bf.specimen,mean.bf.specimen,mean.bf.ID,mean.ID.head.w,mean.ID.head.h,mean.ID.head.l,mean.ID.th.w,mean.ID.wing.l,mean.ID.body.l,mean.bf.ID.geom,mean.ID.head.w.geom,mean.ID.head.h.geom,mean.ID.head.l.geom,mean.ID.th.w.geom,mean.ID.wing.l.geom,mean.ID.body.l.geom,HemiHolo,infraclass,cohort,order,suborder,superfamily,family,subfamily,tribe,genus,species,amplification,latitude,longitude,country,climate.zone
2505,Lucihormetica_verrucosa,2250,5.86,6.26,2.63,8.93,25.23,32.22,0.8252357076923076,0.8252357076923076,0.7212384846153845,0.8252357076923076,5.86,6.26,2.63,8.93,25.23,32.22,0.8252357076923076,5.86,6.260000000000001,2.63,8.93,25.229999999999997,32.220000000000006,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Blaberinae,-,Lucihormetica,verrucosa,2,NA,NA,breeding,NA
1125,Calolampra_sp_AUS1,1198,3.21,3.25,1.63,3,23.02,21.6,0.2009940153846154,0.2903920923076923,0.24569305384615386,0.2903920923076923,3.21,3.25,1.63,3,23.02,21.6,0.2903920923076923,3.21,3.2499999999999996,1.63,3,23.020000000000007,21.6,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Diplopterinae,-,Calolampra,sp_AUS1,2,-16.101894,145.452239,Australia,Am
2332,Calolampra_sp_AUS1,1198,3.21,3.25,1.63,3,23.02,21.6,0.2903920923076923,0.2903920923076923,0.24569305384615386,0.2903920923076923,3.21,3.25,1.63,3,23.02,21.6,0.2903920923076923,3.21,3.2499999999999996,1.63,3,23.020000000000007,21.6,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Diplopterinae,-,Calolampra,sp_AUS1,2,-16.101894,145.452239,Australia,Am
1140,Rhabdoblatta_sp_AUS2,1213,3.47,3.42,1.68,3.33,24.32,25.83,0.31457483076923076,0.31457483076923076,0.31457483076923076,0.31457483076923076,3.47,3.42,1.68,3.33,24.32,25.83,0.3145748307692308,3.4700000000000006,3.4199999999999995,1.68,3.33,24.320000000000004,25.829999999999995,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Epilamprinae,-,Rhabdoblatta,sp_AUS2,2,-16.101894,145.452239,Australia,Am
1267,Rhabdoblatta_sp_AUS1,1340,3.36,3.66,1.7,3.79,23.36,20.33,0.26897063846153846,0.26897063846153846,0.26897063846153846,0.26897063846153846,3.36,3.66,1.7,3.79,23.36,20.33,0.2689706384615385,3.3599999999999994,3.66,1.7,3.7900000000000005,23.360000000000003,20.33,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Epilamprinae,Morphnini,Rhabdoblatta,sp_AUS1,2,-21.16991,148.499973,Australia,Cwa
2506,Gyna_centurio,2251,3.46,3.6,1.52,4.49,20.02,17.72,0.06043403153846154,0.07257337769230768,0.06086583461538461,0.0936032763076923,3.43,3.574,1.414,4.546,19.724,17.977999999999998,0.09024760108784657,3.429801129019443,3.57353599205239,1.4073323185876727,4.543952745076646,19.714356376286226,17.97411009271146,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Gyninae,-,Gyna,centurio,20,NA,NA,breeding,NA
2507,Gyna_centurio,2251,3.46,3.6,1.52,4.49,20.02,17.72,0.07257337769230768,0.07257337769230768,0.06086583461538461,0.0936032763076923,3.43,3.574,1.414,4.546,19.724,17.977999999999998,0.09024760108784657,3.429801129019443,3.57353599205239,1.4073323185876727,4.543952745076646,19.714356376286226,17.97411009271146,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Gyninae,-,Gyna,centurio,20,NA,NA,breeding,NA
2508,Gyna_centurio,2252,3.39,3.61,1.2,4.44,20.05,18.69,0.12485604384615386,0.12485604384615386,0.12485604384615386,0.0936032763076923,3.43,3.574,1.414,4.546,19.724,17.977999999999998,0.09024760108784657,3.429801129019443,3.57353599205239,1.4073323185876727,4.543952745076646,19.714356376286226,17.97411009271146,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Gyninae,-,Gyna,centurio,20,NA,NA,breeding,NA
2509,Gyna_centurio,2253,3.38,3.46,1.31,4.82,18.51,18.04,0.1254402046153846,0.1254402046153846,0.1254402046153846,0.0936032763076923,3.43,3.574,1.414,4.546,19.724,17.977999999999998,0.09024760108784657,3.429801129019443,3.57353599205239,1.4073323185876727,4.543952745076646,19.714356376286226,17.97411009271146,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Gyninae,-,Gyna,centurio,20,NA,NA,breeding,NA
2598,Gyna_centurio,2251,3.46,3.6,1.52,4.49,20.02,17.72,0.04959009461538462,0.07257337769230768,0.06086583461538461,0.0936032763076923,3.43,3.574,1.414,4.546,19.724,17.977999999999998,0.09024760108784657,3.429801129019443,3.57353599205239,1.4073323185876727,4.543952745076646,19.714356376286226,17.97411009271146,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Gyninae,-,Gyna,centurio,20,NA,NA,breeding,NA
1965,Gromphadorhina_oblongonota,2023,8.62,9.75,3.22,21.37,0,74.3,3.9099871999999998,3.9099871999999998,3.9099871999999998,4.779496723076923,9.579999999999998,10.455,3.515,23.72,0,83.425,4.6997385156178195,9.531778427974498,10.431203190428228,3.5025990350024365,23.603302734998763,0,82.92445357070496,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Gromphadorhini,Gromphadorhina,oblongonota,0.5,NA,NA,breeding,NA
1966,Gromphadorhina_oblongonota,2024,10.54,11.16,3.81,26.07,0,92.55,5.649006246153846,5.649006246153846,5.649006246153846,4.779496723076923,9.579999999999998,10.455,3.515,23.72,0,83.425,4.6997385156178195,9.531778427974498,10.431203190428228,3.5025990350024365,23.603302734998763,0,82.92445357070496,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Gromphadorhini,Gromphadorhina,oblongonota,0.5,NA,NA,breeding,NA
2517,Gromphadorhina_portentosa,2263,8.03,7.72,3.03,11.45,0,61.95,1.1502146923076921,1.7477043589743588,1.2856121623931622,1.7477043589743588,8.03,7.72,3.03,11.45,0,61.95,1.7477043589743588,8.03,7.72,3.03,11.449999999999998,0,61.95,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Gromphadorhini,Gromphadorhina,portentosa,0.5,NA,NA,breeding,NA
2518,Gromphadorhina_portentosa,2263,8.03,7.72,3.03,11.45,0,61.95,1.7477043589743588,1.7477043589743588,1.2856121623931622,1.7477043589743588,8.03,7.72,3.03,11.45,0,61.95,1.7477043589743588,8.03,7.72,3.03,11.449999999999998,0,61.95,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Gromphadorhini,Gromphadorhina,portentosa,0.5,NA,NA,breeding,NA
2519,Gromphadorhina_portentosa,2263,8.03,7.72,3.03,11.45,0,61.95,0.9589174358974358,1.7477043589743588,1.2856121623931622,1.7477043589743588,8.03,7.72,3.03,11.45,0,61.95,1.7477043589743588,8.03,7.72,3.03,11.449999999999998,0,61.95,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Gromphadorhini,Gromphadorhina,portentosa,0.5,NA,NA,breeding,NA
1963,Rhyparobia_maderae,2021,5.86,6.86,3.12,8.69,40.38,54.41,0.9658861692307692,0.9658861692307692,0.9658861692307692,0.6919613615384614,5.735,6.655,2.9850000000000003,8.285,37.005,49.864999999999995,0.6354334942327904,5.733637588826137,6.651841850194577,2.981945673549403,8.275095165615921,36.8507720407592,49.657438516298846,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Nauphoetini,Rhyparobia,maderae,2,NA,NA,breeding,NA
1964,Rhyparobia_maderae,2022,5.61,6.45,2.85,7.88,33.63,45.32,0.4180365538461538,0.4180365538461538,0.4180365538461538,0.6919613615384614,5.735,6.655,2.9850000000000003,8.285,37.005,49.864999999999995,0.6354334942327904,5.733637588826137,6.651841850194577,2.981945673549403,8.275095165615921,36.8507720407592,49.657438516298846,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Oxyhaloinae,Nauphoetini,Rhyparobia,maderae,2,NA,NA,breeding,NA
2510,Paranauphoeta_formosana,2255,4.19,4.45,1.84,5.19,21.13,26,0.3151237115384615,0.3151237115384615,0.3151237115384615,0.3590942855769231,3.99,4.27,1.75,4.99,20.3475,25.4325,0.34369930372227725,3.9874913694524508,4.265134870480562,1.747609724151441,4.984813643884388,20.325018309266817,25.38831101333428,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Paranauphoetinae,-,Paranauphoeta,formosana,20,NA,NA,breeding,NA
2512,Paranauphoeta_formosana,2256,3.99,4.35,1.78,5.08,20.76,26.41,0.2627606692307692,0.4524840923076923,0.35762238076923075,0.3590942855769231,3.99,4.27,1.75,4.99,20.3475,25.4325,0.34369930372227725,3.9874913694524508,4.265134870480562,1.747609724151441,4.984813643884388,20.325018309266817,25.38831101333428,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Paranauphoetinae,-,Paranauphoeta,formosana,2,NA,NA,breeding,NA
2513,Paranauphoeta_formosana,2256,3.99,4.35,1.78,5.08,20.76,26.41,0.4524840923076923,0.4524840923076923,0.35762238076923075,0.3590942855769231,3.99,4.27,1.75,4.99,20.3475,25.4325,0.34369930372227725,3.9874913694524508,4.265134870480562,1.747609724151441,4.984813643884388,20.325018309266817,25.38831101333428,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Paranauphoetinae,-,Paranauphoeta,formosana,2,NA,NA,breeding,NA
2514,Paranauphoeta_formosana,2257,3.79,3.93,1.6,4.61,18.74,22.91,0.21628524615384614,0.21628524615384614,0.21628524615384614,0.3590942855769231,3.99,4.27,1.75,4.99,20.3475,25.4325,0.34369930372227725,3.9874913694524508,4.265134870480562,1.747609724151441,4.984813643884388,20.325018309266817,25.38831101333428,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Paranauphoetinae,-,Paranauphoeta,formosana,2,NA,NA,breeding,NA
1675,Pycnoscelus_surinamensis,1731,3.24,3.39,1.3,4.54,0,16.56,0.08120344615384616,0.08120344615384616,0.08120344615384616,0.1693027323076923,3.476,3.512,1.42,4.75,4.074,18.958,0.14241386866185266,3.4656260501141904,3.509615009581701,1.4078720757727832,4.74774623976727,0,18.846602201652864,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Pycnoscelinae,-,Pycnoscelus,surinamensis,2,50.7243291210719,7.09123918891807,Germany,Cfb
1676,Pycnoscelus_surinamensis,1732,3.1,3.36,1.23,4.99,0,16.46,0.10986327692307693,0.10986327692307693,0.10986327692307693,0.1693027323076923,3.476,3.512,1.42,4.75,4.074,18.958,0.14241386866185266,3.4656260501141904,3.509615009581701,1.4078720757727832,4.74774623976727,0,18.846602201652864,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Pycnoscelinae,-,Pycnoscelus,surinamensis,2,50.7243291210719,7.09123918891807,Germany,Cfb
1677,Pycnoscelus_surinamensis,1733,3.83,3.69,1.73,4.8,0,20.67,0.39810583076923073,0.39810583076923073,0.39810583076923073,0.1693027323076923,3.476,3.512,1.42,4.75,4.074,18.958,0.14241386866185266,3.4656260501141904,3.509615009581701,1.4078720757727832,4.74774623976727,0,18.846602201652864,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Pycnoscelinae,-,Pycnoscelus,surinamensis,2,50.7243291210719,7.09123918891807,Germany,Cfb
1678,Pycnoscelus_surinamensis,1734,3.59,3.63,1.55,4.7,0,20.02,0.12081332307692307,0.12081332307692307,0.12081332307692307,0.1693027323076923,3.476,3.512,1.42,4.75,4.074,18.958,0.14241386866185266,3.4656260501141904,3.509615009581701,1.4078720757727832,4.74774623976727,0,18.846602201652864,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Pycnoscelinae,-,Pycnoscelus,surinamensis,2,50.7243291210719,7.09123918891807,Germany,Cfb
1679,Pycnoscelus_surinamensis,1735,3.62,3.49,1.29,4.72,20.37,21.08,0.1365277846153846,0.1365277846153846,0.1365277846153846,0.1693027323076923,3.476,3.512,1.42,4.75,4.074,18.958,0.14241386866185266,3.4656260501141904,3.509615009581701,1.4078720757727832,4.74774623976727,0,18.846602201652864,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Blaberidae,Pycnoscelinae,-,Pycnoscelus,surinamensis,2,50.7243291210719,7.09123918891807,Germany,Cfb
1970,Paratemnopteryx_couloniana,2028,3.09,3.25,1.51,3.63,8.86,19.85,0.13444162307692306,0.13444162307692306,0.13444162307692306,0.10268958717948716,3.1633333333333336,3.5166666666666666,1.5366666666666666,4.076666666666666,7.093333333333333,18.55,0.10043914113358744,3.162904982324602,3.5114759365684605,1.5365502981117922,4.063945221506257,6.990994719276086,18.527729052553585,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Ectobiidae,Blattellinae,-,Paratemnopteryx,couloniana,2,NA,NA,breeding,NA
1971,Paratemnopteryx_couloniana,2029,3.2,3.65,1.55,4.3,6.21,17.9,0.08681356923076922,0.08681356923076922,0.08444851153846153,0.10268958717948716,3.1633333333333336,3.5166666666666666,1.5366666666666666,4.076666666666666,7.093333333333333,18.55,0.10043914113358744,3.162904982324602,3.5114759365684605,1.5365502981117922,4.063945221506257,6.990994719276086,18.527729052553585,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Ectobiidae,Blattellinae,-,Paratemnopteryx,couloniana,2,NA,NA,breeding,NA
1972,Paratemnopteryx_couloniana,2029,3.2,3.65,1.55,4.3,6.21,17.9,0.08208345384615384,0.08681356923076922,0.08444851153846153,0.10268958717948716,3.1633333333333336,3.5166666666666666,1.5366666666666666,4.076666666666666,7.093333333333333,18.55,0.10043914113358744,3.162904982324602,3.5114759365684605,1.5365502981117922,4.063945221506257,6.990994719276086,18.527729052553585,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blaberoidea,Ectobiidae,Blattellinae,-,Paratemnopteryx,couloniana,2,NA,NA,breeding,NA
1967,Deropeltis_paulinoi,2025,5.51,6.01,2.02,6.19,0,36.92,0.15422243846153844,0.15422243846153844,0.15422243846153844,0.17145995641025638,5.293333333333333,5.523333333333333,2,5.706666666666667,10.426666666666668,35.07,0.16591586922636886,5.283325451419631,5.484044424080758,1.9998828264686492,5.670129343102737,0,34.985520454156394,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Deropeltis,paulinoi,2,NA,NA,breeding,NA
1968,Deropeltis_paulinoi,2026,4.84,4.62,1.97,4.82,31.28,31.69,0.12704063076923075,0.12704063076923075,0.12704063076923075,0.17145995641025638,5.293333333333333,5.523333333333333,2,5.706666666666667,10.426666666666668,35.07,0.16591586922636886,5.283325451419631,5.484044424080758,1.9998828264686492,5.670129343102737,0,34.985520454156394,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Deropeltis,paulinoi,2,NA,NA,breeding,NA
1969,Deropeltis_paulinoi,2027,5.53,5.94,2.01,6.11,0,36.6,0.23311679999999999,0.23311679999999999,0.23311679999999999,0.17145995641025638,5.293333333333333,5.523333333333333,2,5.706666666666667,10.426666666666668,35.07,0.16591586922636886,5.283325451419631,5.484044424080758,1.9998828264686492,5.670129343102737,0,34.985520454156394,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Deropeltis,paulinoi,2,NA,NA,breeding,NA
2545,Periplaneta_americana,2277,4.9,5.92,2.61,5.94,28.96,33.32,0.5852465769230769,0.5852465769230769,0.5657519538461537,0.7193217096153846,5.055,6.28,2.605,6.2225,27.79,33.4075,0.7058969175650466,5.0523252295997745,6.2688729927745035,2.6049855676196527,6.212885511852158,27.76513931145926,33.40735395889829,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Periplaneta,americana,2,NA,NA,breeding,NA
2546,Periplaneta_americana,2277,4.9,5.92,2.61,5.94,28.96,33.32,0.5462573307692307,0.5852465769230769,0.5657519538461537,0.7193217096153846,5.055,6.28,2.605,6.2225,27.79,33.4075,0.7058969175650466,5.0523252295997745,6.2688729927745035,2.6049855676196527,6.212885511852158,27.76513931145926,33.40735395889829,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Periplaneta,americana,2,NA,NA,breeding,NA
2547,Periplaneta_americana,2278,5.13,6.49,2.59,6.21,26.77,33.56,0.7953392461538461,0.7953392461538461,0.7953392461538461,0.7193217096153846,5.055,6.28,2.605,6.2225,27.79,33.4075,0.7058969175650466,5.0523252295997745,6.2688729927745035,2.6049855676196527,6.212885511852158,27.76513931145926,33.40735395889829,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Periplaneta,americana,2,NA,NA,breeding,NA
2548,Periplaneta_americana,2279,5.29,6.79,2.61,6.8,26.47,33.43,0.9114544384615385,0.9114544384615385,0.9114544384615385,0.7193217096153846,5.055,6.28,2.605,6.2225,27.79,33.4075,0.7058969175650466,5.0523252295997745,6.2688729927745035,2.6049855676196527,6.212885511852158,27.76513931145926,33.40735395889829,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Blattinae,-,Periplaneta,americana,2,NA,NA,breeding,NA
1099,Celatoblatta_sp_AUS1,1172,5.4,5.52,2.52,6.21,3.38,32.78,0.05193364615384615,0.05193364615384615,0.05193364615384615,0.5716624666666666,5.526666666666666,5.8933333333333335,2.5933333333333333,6.65,4.866666666666667,32.81333333333333,0.3299137875357562,5.525935251133188,5.887289769405477,2.5928099177962203,6.64255294637934,4.738208210227052,32.81332486507116,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Polyzosteriinae,-,Celatoblatta,sp_AUS1,2,-16.102306,145.448079,Australia,Am
1135,Celatoblatta_sp_AUS1,1208,5.59,6.08,2.63,6.87,5.61,32.83,0.579320323076923,0.8315268769230769,0.7054236,0.5716624666666666,5.526666666666666,5.8933333333333335,2.5933333333333333,6.65,4.866666666666667,32.81333333333333,0.3299137875357562,5.525935251133188,5.887289769405477,2.5928099177962203,6.64255294637934,4.738208210227052,32.81332486507116,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Polyzosteriinae,-,Celatoblatta,sp_AUS1,2,-16.101894,145.452239,Australia,Am
2334,Celatoblatta_sp_AUS1,1208,5.59,6.08,2.63,6.87,5.61,32.83,0.8315268769230769,0.8315268769230769,0.7054236,0.5716624666666666,5.526666666666666,5.8933333333333335,2.5933333333333333,6.65,4.866666666666667,32.81333333333333,0.3299137875357562,5.525935251133188,5.887289769405477,2.5928099177962203,6.64255294637934,4.738208210227052,32.81332486507116,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Polyzosteriinae,-,Celatoblatta,sp_AUS1,2,-16.101894,145.452239,Australia,Am
1148,Methana_convexa,1221,6.09,5.36,2.03,6.04,26.96,31.69,0.2590429692307692,0.2590429692307692,0.2590429692307692,0.2590429692307692,6.09,5.36,2.03,6.04,26.96,31.69,0.2590429692307692,6.090000000000001,5.360000000000001,2.03,6.040000000000001,26.960000000000004,31.69,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Polyzosteriinae,-,Methana,convexa,2,-16.103695,145.453523,Australia,Am
1072,Methana_marginalis,1145,5.73,7.25,3.03,6.84,30.48,40.88,0.4741429,0.4741429,0.4741429,0.4741429,5.73,7.25,3.03,6.84,30.48,40.88,0.4741429,5.73,7.25,3.03,6.84,30.480000000000004,40.88,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Blattidae,Polyzosteriinae,-,Methana,marginalis,2,-16.104282,145.449547,Australia,Am
1758,Incisitermes_marginipennis,1810,2.27,1.69,3.23,1.79,0,9.29,0.2986631846153846,0.2986631846153846,0.2986631846153846,0.24276911794871794,1.8933333333333333,1.3266666666666667,2.2866666666666666,1.5533333333333332,0,8.02,0.2336686197066507,1.8756722922501923,1.30365637312945,2.199467226360611,1.5444225489403574,0,7.9720311338514955,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Kalotermitidae,Incisitermitinae,-,Incisitermes,marginipennis,2,NA,NA,breeding,NA
1770,Incisitermes_marginipennis,1821,1.71,1.15,1.81,1.4,0,7.42,0.27338559230769227,0.27338559230769227,0.27338559230769227,0.24276911794871794,1.8933333333333333,1.3266666666666667,2.2866666666666666,1.5533333333333332,0,8.02,0.2336686197066507,1.8756722922501923,1.30365637312945,2.199467226360611,1.5444225489403574,0,7.9720311338514955,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Kalotermitidae,Incisitermitinae,-,Incisitermes,marginipennis,2,NA,NA,breeding,NA
1773,Incisitermes_marginipennis,1824,1.7,1.14,1.82,1.47,0,7.35,0.15625857692307693,0.15625857692307693,0.15625857692307693,0.24276911794871794,1.8933333333333333,1.3266666666666667,2.2866666666666666,1.5533333333333332,0,8.02,0.2336686197066507,1.8756722922501923,1.30365637312945,2.199467226360611,1.5444225489403574,0,7.9720311338514955,Hemimetabola,Neoptera,Polyneoptera,Blattodea,-,Blattoidea,Kalotermitidae,Incisitermitinae,-,Incisitermes,marginipennis,2,NA,NA,breeding,NA
